title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
Wolfie the Bunny,Ame Dyckman,https://www.goodreads.com/book/show/20307024-wolfie-the-bunny,Wolfie the Bunny,"Dyckman, Ame",https://covers.openlibrary.org/b/id/14858347-L.jpg,https://openlibrary.org/works/OL19780687W,"Families of all kinds will delight in this sweet tale of new babies, sibling rivalry, bravery, unconditional love ... and veggies! The Bunny family has adopted a wolf son, and daughter Dot is the only one who realizes Wolfie can--and might--eat them all up! Dot tries to get through to her parents, but they are too smitten to listen. A new brother takes getting used to, and when (in a twist of fate) it's Wolfie who's threatened, can Dot save the day?

A family of bunnies adopts a baby wolf to the dismay of the youngest bunny daughter.",Wolfie The Bunny,Ame Dyckman,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A sweet tale of sibling rivalry, bravery, and unconditional love as a bunny family adopts a wolf son, leading to new challenges and unexpected twists.","family, sibling rivalry, bravery, unconditional love",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"How to Catch a Star (The Boy, #1)",Oliver Jeffers,https://www.goodreads.com/book/show/425818.How_to_Catch_a_Star,How to Catch a Star,Oliver Jeffers,https://covers.openlibrary.org/b/id/260199-L.jpg,https://openlibrary.org/works/OL5823163W,"Eager to have a star of his own, a boy devises imaginative ways of catching one.","How To Catch A Star (The Boy, #1)",Oliver Jeffers,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy dreams of catching a star and comes up with creative ways to make his dream come true.,"imagination, dreams, creativity",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Mr. Putter & Tabby Row the Boat,Cynthia Rylant,https://www.goodreads.com/book/show/643118.Mr_Putter_Tabby_Row_the_Boat,Mr. Putter & Tabby Row the Boat,Cynthia Rylant,https://covers.openlibrary.org/b/id/112897-L.jpg,https://openlibrary.org/works/OL64119W,"On a hot summer day, Mr. Putter, his cat, Tabby, their neighbor, Mrs. Teaberry, and her dog, Zeke, go for a picnic and a rowboat ride.",Mr. Putter & Tabby Row The Boat,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Mr. Putter, Tabby, Mrs. Teaberry, and Zeke enjoy a summer picnic and rowboat ride together.","friendship, adventure, community",wholesome,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,510.0,Educational Testing,high,mega_expansion
"The Story Girl (The Story Girl, #1)",L.M. Montgomery,https://www.goodreads.com/book/show/957945.The_Story_Girl,The story girl,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14635988-L.jpg,https://openlibrary.org/works/OL77786W,Two young boys visiting their relatives on Prince Edward Island become entranced by Sara Stanley and the stories she tells about the island and its long-ago inhabitants.,"The Story Girl (The Story Girl, #1)",L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Two young boys visiting relatives on Prince Edward Island are captivated told by a girl about the island's past.,"imagination, family, friendship",nostalgic,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://covers.openlibrary.org/b/id/7890719-L.jpg,https://openlibrary.org/works/OL2965102W,"This is Christopher's murder mystery story. There are no lies in this story because Christopher can't tell lies. Christopher does not like strangers or the colours yellow or brown or being touched. On the other hand, he knows all the countries in the world and their capital cities and every prime number up to 7507. When Christohper decides to find out who killed the neighbour's dog, his mystery story becomes more complicated than he could ever have predicted.",The Curious Incident Of The Dog In The Night-Time,Mark Haddon,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A unique murder mystery story narrated by Christopher, a young boy who has a unique perspective on the world. Christopher's investigation into the death of a neighbor's dog leads to unexpected challenges and discoveries.","mystery, uniqueness, perspective, discovery",intriguing,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"How to Be a Pirate (How to Train Your Dragon, #2)",Cressida Cowell,https://www.goodreads.com/book/show/143728.How_to_Be_a_Pirate,How to be a pirate,Cressida Cowell,https://covers.openlibrary.org/b/id/188467-L.jpg,https://openlibrary.org/works/OL20411W,Follows the further adventures and misadventures of Hiccup Horrendous Haddock the Third as his Viking training continues and his father leads a stranger and the Hairy Hooligans to the Isle of Skullions in search of a pirate's treasure.,"How To Be A Pirate (How To Train Your Dragon, #2)",Cressida Cowell,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Follow Hiccup's adventures as he continues his Viking training and embarks on a quest for pirate treasure.,"adventure, friendship, courage",adventurous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"The Marvelous Land of Oz (Oz, #2)",L. Frank Baum,https://www.goodreads.com/book/show/179565.The_Marvelous_Land_of_Oz,The Marvelous Land of Oz,L. Frank Baum,https://covers.openlibrary.org/b/id/12648656-L.jpg,https://openlibrary.org/works/OL18396W,"Tip and his creation, Jack Pumpkin, run away to Oz, where they save the city after it is captured by girls.","The Marvelous Land Of Oz (Oz, #2)",L. Frank Baum,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy and his pumpkin-headed creation travel to Oz and help save the city from being captured by girls.,"friendship, adventure, bravery",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""mixed""}",0.9,,,,,,
How Do Dinosaurs Go to School?,Jane Yolen,https://www.goodreads.com/book/show/238988.How_Do_Dinosaurs_Go_to_School_,How Do Dinosaurs Go To School? (How Do Dinosaurs...),Jane Yolen,https://covers.openlibrary.org/b/id/1227867-L.jpg,https://openlibrary.org/works/OL441196W,"What would you do if a very large Ceratosaurus stomped into your classroom? And what if he student sitting next to you was a gigantic Silvisaurus-who decided to jump on top of his desk? Come along and join the fun as dinosaurs ride the bus, read their favourite books, and have fun on the playground with all their friends. Filled with entertaining details and familiar scenes, each illustration includes the name of the featured dinosaur hidden in the picture. Going to school has never been so much fun!",How Do Dinosaurs Go To School?,Jane Yolen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Join the fun as dinosaurs navigate school routines, from riding the bus to playing on the playground, in this entertaining and educational picture book.","school, friendship, imagination",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,460.0,Educational Publishers,high,ultimate_expansion
What Katy Did Next,Susan Coolidge,https://www.goodreads.com/book/show/730503.What_Katy_Did_Next,What Katy Did Next (Best Loved Stories),Susan Coolidge,https://covers.openlibrary.org/b/id/1755209-L.jpg,https://openlibrary.org/works/OL5114588W,"Katy Carr can hardly believe it when she is invited to spend a whole year in Europe with Mrs Ashe and Amy. Although a year seems like a long time away from her beloved family, living in the small American town of Burnet, Katy embarks enthusiastically on her greatest adventure. This charming story, first published in 1886, is the third of Susan Coolidge's three hugely popular Katy books.",What Katy Did Next,Susan Coolidge,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}","Katy Carr is invited to spend a year in Europe with Mrs. Ashe and Amy, embarking on a new adventure away from her family in America. This charming story follows Katy's experiences and growth during her time abroad.","adventure, growth, family",charming,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,,,
"Under Wildwood (Wildwood Chronicles, #2)",Colin Meloy,https://www.goodreads.com/book/show/10353049-under-wildwood,Under Wildwood (Wildwood Chronicles #2),Colin Meloy,https://covers.openlibrary.org/b/id/8229904-L.jpg,https://openlibrary.org/works/OL16681465W,"Ever since Prue McKeel returned home from the Impassable Wilderness after rescuing her brother from the malevolent Dowager Governess, life has been pretty dull. School holds no interest for her, and her new science teacher keeps getting on her case about her dismal test scores and daydreaming in class. Her mind is constantly returning to the verdant groves and sky-tall trees of Wildwood, where her friend Curtis still remains as a bandit-in-training.

But all is not well in that world. Dark assassins with mysterious motives conspire to settle the scores of an unknown client. A titan of industry employs inmates from his orphanage to work his machine shop, all the while obsessing over the exploitation of the Impassable Wilderness. And, in what will be their greatest challenge yet, Prue and Curtis are thrown together again to save themselves and the lives of their friends, and to bring unity to a divided country. But in order to do that, they must go under Wildwood.","Under Wildwood (Wildwood Chronicles, #2)",Colin Meloy,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","After returning from a dangerous adventure, Prue yearns for the excitement of the mysterious Wildwood. When dark forces threaten the safety of her friends and her world, she must once again journey into the unknown to save them.","friendship, adventure, loyalty, courage",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Mr. Putter & Tabby Spill the Beans,Cynthia Rylant,https://www.goodreads.com/book/show/6043878-mr-putter-tabby-spill-the-beans,Mr. Putter & Tabby spill the beans,Cynthia Rylant,https://covers.openlibrary.org/b/id/9578232-L.jpg,https://openlibrary.org/works/OL15072877W,"Although he would rather be sipping an ice cream soda, Mr. Putter and his cat Tabby attend a cooking class with Mrs. Teaberry and her dog Zeke, where they learn 100 ways to cook beans.",Mr. Putter & Tabby Spill The Beans,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Mr. Putter and his cat Tabby reluctantly join Mrs. Teaberry and her dog Zeke for a cooking class focused on beans.,"friendship, cooking, learning",wholesome,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
The Golden Road,L.M. Montgomery,https://www.goodreads.com/book/show/65762.The_Golden_Road,The golden road,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14641167-L.jpg,https://openlibrary.org/works/OL77780W,"Sara Stanley, the Story Girl, returns to join the King children in publishing their own local magazine to entertain the town of Carlisle.",The Golden Road,L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A group of children work together to create a magazine for their town's entertainment.,"friendship, creativity, community",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""concrete""}",0.9,,,,,,
The Water Hole,Graeme Base,https://www.goodreads.com/book/show/143981.The_Water_Hole,The Water Hole,Graeme Base,https://covers.openlibrary.org/b/id/596890-L.jpg,https://openlibrary.org/works/OL14054W,"As ever growing numbers of animals visit a watering hole, introducing the numbers from one to ten, the water dwindles.",The Water Hole,Graeme Base,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A book introducing numbers from one to ten as animals visit a watering hole where the water supply diminishes.,"numbers, animals, conservation",educational,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Rudolph the Red-Nosed Reindeer,Barbara Shook Hazen,https://www.goodreads.com/book/show/1215290.Rudolph_the_Red_Nosed_Reindeer,Rudolph the Red-nosed Reindeer,Barbara Shook Hazen,https://covers.openlibrary.org/b/id/11708066-L.jpg,https://openlibrary.org/works/OL1852291W,"Although the other reindeer laugh at him because of his bright red nose, Rudolph proves his worth when he is chosen to lead Santa Claus's sleigh on a foggy night.",Rudolph The Red-Nosed Reindeer,Barbara Shook Hazen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A reindeer with a bright red nose named Rudolph is mocked but ultimately proves himself 's sleigh on a foggy night.,"friendship, acceptance, courage",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Judy Moody Saves the World! (Judy Moody #3),Megan McDonald,https://www.goodreads.com/book/show/24157.Judy_Moody_Saves_the_World_,Judy Moody Saves the World!,Megan McDonald,https://covers.openlibrary.org/b/id/2303420-L.jpg,https://openlibrary.org/works/OL104340W,"When Judy Moody gets serious about protecting the environment, her little brother Stink thinks she is overdoing it, but she manages to inspire her third grade class to undertake an award-winning, environment-saving project.",Judy Moody Saves The World! (Judy Moody #3),Megan Mcdonald,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Judy Moody becomes passionate about protecting the environment, despite her brother's skepticism, and motivates her classmates to work on an","environmentalism, teamwork, inspiration",upbeat,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"Judy Moody Predicts the Future (Judy Moody, #4)",Megan McDonald,https://www.goodreads.com/book/show/263991.Judy_Moody_Predicts_the_Future,Judy Moody Predicts the Future,Megan McDonald,https://covers.openlibrary.org/b/id/2303421-L.jpg,https://openlibrary.org/works/OL104336W,"After Judy obtains a mood ring, she tries to convince herself and her third-grade classmates that she can predict the future.","Judy Moody Predicts The Future (Judy Moody, #4)",Megan Mcdonald,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A girl named Judy gets a mood ring and believes she can predict the future, leading to humorous situations in her third-grade class.","prediction, friendship, humor",humorous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Ninja Red Riding Hood,Corey Rosen Schwartz,https://www.goodreads.com/book/show/18012467-ninja-red-riding-hood,Ninja Red Riding Hood,Corey Rosen Schwartz,https://covers.openlibrary.org/b/id/10665306-L.jpg,https://openlibrary.org/works/OL19982763W,"In this twist on ""Little Red Riding Hood,"" a certain wolf trains to be a ninja in order to catch his prey, but he is not the only one mastering a martial art.

In this twist on LITTLE RED RIDING HOOD, a certain wolf trains to be a ninja in order to catch his prey, but he is not the only one mastering a martial art.",Ninja Red Riding Hood,Corey Rosen Schwartz,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Ninja Red Riding Hood is a creative retelling of the classic fairy tale, with a wolf training to be a ninja to catch his prey. The story adds a fun twist by introducing a martial arts-trained Red Riding Hood, creating an entertaining and action-packed adventure for young readers.","friendship, adventure, perseverance",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Ask Mr. Bear,Marjorie Flack,https://www.goodreads.com/book/show/858496.Ask_Mr_Bear,Ask Mr. Bear,Marjorie Flack,https://covers.openlibrary.org/b/id/15232-L.jpg,https://openlibrary.org/works/OL2588322W,"When he doesn't know what to give his mother for her birthday, a small boy asks all the animals for advice.",Ask Mr. Bear,Marjorie Flack,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A small boy seeks birthday gift advice from various animals when he doesn't know what to give his mother.,"birthday, gift-giving, helpfulness",sweet,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Where's Spot?,Eric Hill,https://www.goodreads.com/book/show/132609.Where_s_Spot_,Where's Spot?,Eric Hill,https://covers.openlibrary.org/b/id/1199330-L.jpg,https://openlibrary.org/works/OL10619251W,A mother dog finds eight other animals hiding around the house before finding her lost puppy. Flaps conceal the animals.,Where'S Spot?,Eric Hill,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}","A mother dog searches for her lost puppy, uncovering eight other animals hidden around the house. Flaps in the book reveal the hidden animals.","searching, animals, family",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,,,
Escape to Witch Mountain,Alexander Key,https://www.goodreads.com/book/show/458191.Escape_to_Witch_Mountain,Escape to Witch Mountain,Alexander Key,https://covers.openlibrary.org/b/id/9123132-L.jpg,https://openlibrary.org/works/OL20457699W,"A sci-fi classic returns to print in its true, best, and original form!With renewed interest in Alexander Key's extraordinary 1968 novel, fans can dive into Escape to Witch Mountain as it was meant to be read. The powerful, thrilling story of Tony and Tia—twins joined by their paranormal gifts, on the run from evil forces that seek to suppress their forgotten pasts—is more gripping and relevant than ever.Praise for Escape to Witch Mountain:""Action, mood, and characterization never falter in this superior science fiction novel...""Library Journal""Fantasy, science fiction, mystery, adventure—the story is all of these, with enough suspense and thrills to keep young readers glued to its pages from first to last.""Book World""Fascinating science fiction.""Elementary School Library Collection, Bro-Dart Foundation",Escape To Witch Mountain,Alexander Key,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}","Twins Tony and Tia, gifted with paranormal abilities, must escape evil forces to uncover their forgotten pasts in this gripping sci-fi","family, paranormal, adventure, mystery",thrilling,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,,,
Chickens to the Rescue,John Himmelman,https://www.goodreads.com/book/show/358154.Chickens_to_the_Rescue,Chickens to the rescue,John Himmelman,https://covers.openlibrary.org/b/id/581489-L.jpg,https://openlibrary.org/works/OL489145W,"Six days a week the chickens help the Greenstalk family and their animals recover from mishaps that occur on the farm, but they need one day to rest.",Chickens To The Rescue,John Himmelman,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Chickens on a farm help the family and animals with mishaps six days a week, but take a day off to rest.","helping others, farm life, teamwork",wholesome,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
The Christmas Miracle of Jonathan Toomey,Susan Wojciechowski,https://www.goodreads.com/book/show/1434923.The_Christmas_Miracle_of_Jonathan_Toomey,The Christmas Miracle of Jonathan Toomey,Susan Wojciechowski,https://covers.openlibrary.org/b/id/799352-L.jpg,https://openlibrary.org/works/OL108101W,"The widow McDowell and her seven-year-old son Thomas ask the gruff Jonathan Toomey, the best wood-carver in the valley, to carve the figures for a Christmas creche.",The Christmas Miracle Of Jonathan Toomey,Susan Wojciechowski,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A widow and her son ask a talented wood-carver to create figures for a Christmas creche.,"kindness, loss, healing",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
How Do Dinosaurs Count to Ten?,Jane Yolen,https://www.goodreads.com/book/show/122105.How_Do_Dinosaurs_Count_to_Ten_,How do dinosaurs count to ten?,Jane Yolen,https://covers.openlibrary.org/b/id/278799-L.jpg,https://openlibrary.org/works/OL97275W,"Describes how a little dinosaur counts from one to ten, using the toys and other things around him.",How Do Dinosaurs Count To Ten?,Jane Yolen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A little dinosaur counts from one to ten using toys and items around him.,"counting, imagination, dinosaurs",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Mr. Putter & Tabby Fly the Plane,Cynthia Rylant,https://www.goodreads.com/book/show/1813683.Mr_Putter_Tabby_Fly_the_Plane,Mr. Putter and Tabby fly the plane,Cynthia Rylant,https://covers.openlibrary.org/b/id/114428-L.jpg,https://openlibrary.org/works/OL64058W,Mr. Putter's love of toys is almost as strong as his affection for his cat--but are he and she too old to play with a toy airplane?,Mr. Putter & Tabby Fly The Plane,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",An elderly man and his cat contemplate whether they are too old to play with a toy airplane.,"aging, friendship, playfulness",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,520.0,Publisher/Harcourt,high,mega_expansion
"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,https://www.goodreads.com/book/show/65118.The_Hostile_Hospital,The Hostile Hospital,Lemony Snicket,https://covers.openlibrary.org/b/id/755202-L.jpg,https://openlibrary.org/works/OL15104028W,"There is nothing to be found in the pages of these books but misery and despair. You still have time to choose something else to read. But if you must know what unpleasantries befall the charming and clever Baudelaire children read on...The Hostile Hospital - There are many pleasant things to read about, but this book contains none of them. Within its pages are such burdensome details as a suspicious shopkeeper, unnecessary surgery, heartshaped balloons, and some very starling news about a fire. Clearly you do not want to read about such things.","The Hostile Hospital (A Series Of Unfortunate Events, #8)",Lemony Snicket,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A dark and bleak tale follows the unfortunate Baudelaire children as they face more misfortune in a hostile hospital setting.,"misfortune, resilience, dark humor",dark,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.9,,,1080.0,Educational Testing,high,mega_expansion
The Tenth Good Thing About Barney,Judith Viorst,https://www.goodreads.com/book/show/140185.The_Tenth_Good_Thing_About_Barney,The tenth good thing about Barney,Judith Viorst,https://covers.openlibrary.org/b/id/1529801-L.jpg,https://openlibrary.org/works/OL1932033W,"In an attempt to overcome his grief, a boy tries to think of the ten best things about his dead cat.",The Tenth Good Thing About Barney,Judith Viorst,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy struggles with grief over his dead cat and tries to come up with ten positive things about him.,"grief, pets, memories",emotional,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
