title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
The Family Under the Bridge,Natalie Savage Carlson,https://www.goodreads.com/book/show/906543.The_Family_Under_the_Bridge,The Family Under the Bridge,Natalie Savage Carlson,https://covers.openlibrary.org/b/id/50052-L.jpg,https://openlibrary.org/works/OL4633478W,"This is the delightfully warm and enjoyable story of an old Parisian named Armand, who relished his solitary life. Children, he said, were like starlings, and one was better off without them.

But the children who lived under the bridge recognized a true friend when they met one, even if the friend seemed a trifle unwilling at the start. And it did not take Armand very long to realize that he had gotten himself a ready-made family -- one that he loved with all his heart, and one for whom he would have to find a better home than the bridge.

Armand and the children's adventures around Paris -- complete with gypsies and a Santa Claus -- make a story which children will treasure.",The Family Under The Bridge,Natalie Savage Carlson
"The Grey King (The Dark is Rising, #4)",Susan Cooper,https://www.goodreads.com/book/show/222576.The_Grey_King,The Grey King (The Dark is Rising #4),Susan Cooper,https://covers.openlibrary.org/b/id/433450-L.jpg,https://openlibrary.org/works/OL894246W,"With the final battle between the Light and the Dark soon approaching, Will sets out on a quest to call for aid. Hidden within the Welsh hills is a magical harp that he must use to wake the Sleepers -- six noble riders who have slept for centuries.

But an illness has robbed Will of nearly all his knowledge of the Old Ones, and he is left only with a broken riddle to guide him in his task. As Will travels blindly through the hills, his journey will bring him face-to-face with the most powerful Lord of the Dark -- the Grey King. The King holds the harp and Sleepers within his lands, and there has yet to be a force strong enough to tear them from his grasp...","The Grey King (The Dark Is Rising, #4)",Susan Cooper
"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,https://www.goodreads.com/book/show/352262.How_to_Train_Your_Dragon,How to train your dragon,Cressida Cowell,https://covers.openlibrary.org/b/id/190086-L.jpg,https://openlibrary.org/works/OL20406W,"Hiccup Horrendous Haddock III was an awesome sword-fighter, a dragon-whisperer and the greatest Viking Hero who ever lived. But it wasn't always like that.

In fact, in the beginning, Hiccup Horrendous Haddock III was the most put upon Viking you'd ever seen. Not loud enough to make himself heard at dinner with his father, Stoick the Vast; not hard enough to beat his chief rival, Snotlout, at Bashyball, the number one school sport and CERTAINLY not stupid enough to go into a cave full of dragons to find a pet... It's time for Hiccup to learn how to be a Hero.","How To Train Your Dragon (How To Train Your Dragon, #1)",Cressida Cowell
"The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright,https://www.goodreads.com/book/show/421642.The_Four_Story_Mistake,The four-story mistake,Elizabeth Enright,https://covers.openlibrary.org/b/id/580926-L.jpg,https://openlibrary.org/works/OL500583W,"The Melendy family leave their New York brownstone and move to the country. The house is quirky with lots of odd additions including the fourth floor, the mistake. The family adjusts to their new home with both small and big adventures.","The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright
Extra Yarn,Mac Barnett,https://www.goodreads.com/book/show/12065943-extra-yarn,Extra yarn,Mac Barnett,https://covers.openlibrary.org/b/id/7256065-L.jpg,https://openlibrary.org/works/OL16484309W,"With a supply of yarn that never runs out, Annabelle knits for everyone and everything in town until an evil archduke decides he wants the yarn for himself.",Extra Yarn,Mac Barnett
Stick Man,Julia Donaldson,https://www.goodreads.com/book/show/4307698-stick-man,Stick Man,Julia Donaldson,https://covers.openlibrary.org/b/id/8761751-L.jpg,https://openlibrary.org/works/OL1938277W,"Stick Man ends up far away from his family tree when he is fetched by a dog, thrown by a child, used as a snowman's arm, and even put on a fire, but finally Santa Claus steps in to make sure that Stick Man and his family have a joyous Christmas.",Stick Man,Julia Donaldson
"Now We Are Six (Winnie-the-Pooh, #4)",A.A. Milne,https://www.goodreads.com/book/show/821000.Now_We_Are_Six,Now we are six,A. A. Milne,https://covers.openlibrary.org/b/id/101957-L.jpg,https://openlibrary.org/works/OL476498W,A collection of poems reflecting the experiences of a little English boy growing up in the early part of the twentieth century.,"Now We Are Six (Winnie-The-Pooh, #4)",A.A. Milne
"Good Night, Mr. Tom",Michelle Magorian,https://www.goodreads.com/book/show/161099.Good_Night_Mr_Tom,"Good Night, Mr. Tom",Michelle Magorian,https://covers.openlibrary.org/b/id/4357661-L.jpg,https://openlibrary.org/works/OL4093302W,"During World War II, an aging recluse's stony heart is softened by his friendship with a young evacuee from London.","Good Night, Mr. Tom",Michelle Magorian
What Do You Do With a Kangaroo?,Mercer Mayer,https://www.goodreads.com/book/show/917911.What_Do_You_Do_With_a_Kangaroo_,What do you do with a kangaroo?,Mercer Mayer,https://covers.openlibrary.org/b/id/384037-L.jpg,https://openlibrary.org/works/OL79079W,A little girl copes with a variety of animals who try to take over her things and order her about.,What Do You Do With A Kangaroo?,Mercer Mayer
"Pinkerton, Behave!",Steven Kellogg,https://www.goodreads.com/book/show/644908.Pinkerton_Behave_,"Pinkerton, Behave!",Steven Kellogg,https://covers.openlibrary.org/b/id/109807-L.jpg,https://openlibrary.org/works/OL497003W,"His behavior may be rather unconventional, but Pinkerton the dog proves it doesn't really matter.","Pinkerton, Behave!",Steven Kellogg
McElligot's Pool,Dr. Seuss,https://www.goodreads.com/book/show/7777.McElligot_s_Pool,McElligot's Pool,Dr. Seuss,https://covers.openlibrary.org/b/id/254571-L.jpg,https://openlibrary.org/works/OL261187W,"""Young man,"" laughed the farmer, ""You're sort of a fool! You'll never catch fish in McElligot's Pool!"" ""Hmmm"" answered Marco, ""It may be you're right. I've been here three hours without one single bite. There might be no fish, but again, well, there might!"" A boy imagines the rare and wonderful fish he might catch in McElligot's pool.",Mcelligot'S Pool,Dr. Seuss
Diary of a Spider,Doreen Cronin,https://www.goodreads.com/book/show/21315.Diary_of_a_Spider,Diary of a spider,Doreen Cronin,https://covers.openlibrary.org/b/id/20186-L.jpg,https://openlibrary.org/works/OL5703656W,"A young spider discovers, day by day, that there is a lot to learn about being a spider, including how to spin webs and avoid vacuum cleaners.",Diary Of A Spider,Doreen Cronin
Emily's Runaway Imagination,Beverly Cleary,https://www.goodreads.com/book/show/198688.Emily_s_Runaway_Imagination,Emily's Runaway Imagination,Beverly Cleary,https://covers.openlibrary.org/b/id/15088112-L.jpg,https://openlibrary.org/works/OL151976W,"Emily decides that what the town of Pitchfork needs is a library, and comes up with a plan to make it happen.",Emily'S Runaway Imagination,Beverly Cleary
"Midnight for Charlie Bone (The Children of the Red King, #1)",Jenny Nimmo,https://www.goodreads.com/book/show/9475.Midnight_for_Charlie_Bone,Midnight for Charlie Bone,Jenny Nimmo,https://covers.openlibrary.org/b/id/3210582-L.jpg,https://openlibrary.org/works/OL451778W,"Charlie Bone is an ordinary boy until he became endowed. People who are endowed are descended from the Red King, a king full of magic, and had ten children. So when Charlie was discovered endowed, he was sent to Bloors Academy, which, in my opinion is miserable. As Charlie heads off to Bloors, he senses a mystery waiting for him. A mystery that involved a young girl who was hypnotized for 10 years, and an aunt that that had been looking for her ever since. How does Charlie solve the mystery? That's what you have to find out.","Midnight For Charlie Bone (The Children Of The Red King, #1)",Jenny Nimmo
"Betsy-Tacy (Betsy-Tacy, #1)",Maud Hart Lovelace,https://www.goodreads.com/book/show/7909.Betsy_Tacy,Betsy-Tacy (Betsy-Tacy #1),Maud Hart Lovelace,https://covers.openlibrary.org/b/id/23941-L.jpg,https://openlibrary.org/works/OL3469931W,"*Best Friends Forever.*

There are lots of children on Hill Street, but no little girls Betsy's age. So when a new family moves into the house across the street, Betsy hopes they will have a little girl she can play with. Sure enough, they do—a little girl named Tacy. And from the moment they meet at Betsy's fifth birthday party, Betsy and Tacy become such good friends that everyone starts to think of them as one person—Betsy-Tacy.

Betsy and Tacy have lots of fun together. They make a playhouse from a piano box, have a sand store, and dress up and go calling. And one day, they come home to a wonderful surprise—a new friend named Tib.

Ever since their first publication in the 1940's, the Betsy-Tacy stories have been loved by each generation of young readers.","Betsy-Tacy (Betsy-Tacy, #1)",Maud Hart Lovelace
"The Tailor of Gloucester (World of Beatrix Potter, #3)",Beatrix Potter,https://www.goodreads.com/book/show/345188.The_Tailor_of_Gloucester,The Tailor of Gloucester,Beatrix Potter,https://covers.openlibrary.org/b/id/459377-L.jpg,https://openlibrary.org/works/OL108770W,"When the tailor becomes sick and cannot finish the waistcoat for the Mayor, the mice finish it for him.","The Tailor Of Gloucester (World Of Beatrix Potter, #3)",Beatrix Potter
The Snail and the Whale,Julia Donaldson,https://www.goodreads.com/book/show/1013382.The_Snail_and_the_Whale,The Snail and the Whale,Julia Donaldson,https://covers.openlibrary.org/b/id/575537-L.jpg,https://openlibrary.org/works/OL1938304W,"Wanting to sail beyond its rock, a tiny snail hitches a ride on a big humpback whale and then is able to help the whale when it gets stuck in the sand.",The Snail And The Whale,Julia Donaldson
Gulliver’s Travels,Jonathan Swift,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,Gulliver's Travels,Jonathan Swift,https://covers.openlibrary.org/b/id/12717083-L.jpg,https://openlibrary.org/works/OL20600W,"A parody of traveler’s tales and a satire of human nature, “Gulliver’s Travels” is Jonathan Swift’s most famous work which was first published in 1726. An immensely popular tale ever since its original publication, “Gulliver’s Travels” is the story of its titular character, Lemuel Gulliver, a man who loves to travel. A series of four journeys are detailed in which Gulliver finds himself in a number of amusing and precarious situations. In the first voyage, Gulliver is imprisoned by a race of tiny people, the Lilliputians, when following a shipwreck he is washed upon the shores of their island country. In his second voyage Gulliver finds himself abandoned in Brobdingnag, a land of giants, where he is exhibited for their amusement. In his third voyage, Gulliver once again finds himself marooned; fortunately he is rescued by the flying island of Laputa, a kingdom devoted to the arts of music and mathematics. He subsequently travels to the surrounding lands of Balnibarbi, Luggnagg, Glubbdubdrib, and Japan. Finally in his last voyage, when he is set adrift by a mutinous crew, he finds himself in the curious Country of the Houyhnhnms. Through the various experiences of Gulliver, Swift brilliantly satirizes the political and cultural environment of his time in addition to creating a lasting and enchanting tale of fantasy. This edition is illustrated by Milo Winter and includes an introduction by George R. Dennis.",Gulliver’S Travels,Jonathan Swift
Officer Buckle and Gloria,Peggy Rathmann,https://www.goodreads.com/book/show/857445.Officer_Buckle_and_Gloria,Officer Buckle and Gloria,Peggy Rathmann,https://covers.openlibrary.org/b/id/259549-L.jpg,https://openlibrary.org/works/OL2752744W,"""Besides the beguiling story, the affable illustrations of the smiling Gloria, the accidental mayhem in the background, and the myriad safety tips -- such as 'always pull the toothpick out of your sandwhich' and 'never lick a stop sign in the winter' -- add to the enjoyment. A glorious picture book."" -- The Horn Book ""Rathmann is a quick rising star in the world of chidren's books. In this book, she again shows her flair for creating real characters, dramatic situations and for knowing what will make young audiences giggle and think."" -- Children's Book Review Magazine ""Rathman brings a lighter-than-air comic touch to this outstanding, solid-as-a-brick picture book."" -- Publisher's Weekly ""A five-star performance."" -- School Library Journal",Officer Buckle And Gloria,Peggy Rathmann
Quidditch Through the Ages,J.K. Rowling,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,Quidditch Through the Ages,J. K. Rowling,https://covers.openlibrary.org/b/id/8273320-L.jpg,https://openlibrary.org/works/OL8119615W,"A history of the sport Quidditch, answering such questions such as where the Golden Snitch came from, or why the Wigtown Wanterers have meat cleavers on their robes.",Quidditch Through The Ages,J.K. Rowling
Saint George and the Dragon,Margaret Hodges,https://www.goodreads.com/book/show/10118.Saint_George_and_the_Dragon,Saint George and the Dragon,Margaret Hodges,https://covers.openlibrary.org/b/id/189040-L.jpg,https://openlibrary.org/works/OL1903685W,"Retells the segment from Spenser's The Faerie Queene, in which George, the Red Cross Knight, slays the dreadful dragon that has been terrorizing the countryside for years and brings peace and joy to the land.",Saint George And The Dragon,Margaret Hodges
"Murmel, Murmel, Murmel",Robert Munsch,https://www.goodreads.com/book/show/285798.Murmel_Murmel_Murmel,"Murmel, Murmel, Murmel (Classic Munsch)",Robert N Munsch,https://covers.openlibrary.org/b/id/707999-L.jpg,https://openlibrary.org/works/OL88683W,Robin finds a baby and begins a journey looking for a home for the baby.,"Murmel, Murmel, Murmel",Robert Munsch
Floss,Kim  Lewis,https://www.goodreads.com/book/show/1173906.Floss,Floss,Kim Lewis,https://covers.openlibrary.org/b/id/4963587-L.jpg,https://openlibrary.org/works/OL453173W,"Even after she becomes a skilled and hardworking sheepdog, a playful border collie never forgets the joy of playing with happy children.",Floss,Kim Lewis
"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,https://www.goodreads.com/book/show/125553.Welcome_to_Dead_House,Welcome to Dead House,Robert Lawrence Stine,https://covers.openlibrary.org/b/id/11290170-L.jpg,https://openlibrary.org/works/OL72352W,"Amanda and Josh think the old house they have just moved into is weird. Spooky. Possibly haunted. And the town of Dark Falls is pretty strange, too. But their parents don't believe them. You'll get used to it, they say. Go out and make some new friends. So Amanda and Josh do. But these new friends are not exactly what their parents had in mind. Because they want to be friends...forever.","Welcome To Dead House (Goosebumps, #1)",R.L. Stine
"Misty of Chincoteague (Misty, #1)",Marguerite Henry,https://www.goodreads.com/book/show/17461.Misty_of_Chincoteague,MISTY OF CHINCOTEAGUE,Marguerite Henry,https://covers.openlibrary.org/b/id/4657065-L.jpg,https://openlibrary.org/works/OL8316935W,"Nobody could capture the Phantom. She was the wildest mare on Assateague Island. They said she was like the wind, that the white ""map"" on her shoulders was her mark of freedom. Paul and Maureen Beebe had their hearts set on owning her. They were itching to buy and tame her, and worked hard to earn the money she would cost. But the roundup men had tried to capture her and for two years she had escaped them. Pony Penning Day holds a surprise for everyone, for Paul not only brings in the Phantom, but her newborn colt as well. Can Paul and Maureen possibly earn enough to buy them both? -- Back cover.","Misty Of Chincoteague (Misty, #1)",Marguerite Henry
How to Make an Apple Pie and See the World,Marjorie Priceman,https://www.goodreads.com/book/show/154422.How_to_Make_an_Apple_Pie_and_See_the_World,How to make an apple pie and see the world,Marjorie Priceman,https://covers.openlibrary.org/b/id/423836-L.jpg,https://openlibrary.org/works/OL14926519W,"Since the market is closed, the reader is led around the world to gather the ingredients for making an apple pie. Includes recipe.",How To Make An Apple Pie And See The World,Marjorie Priceman
Stone Soup,Marcia Brown,https://www.goodreads.com/book/show/193093.Stone_Soup,Stone soup,Marcia Brown,https://covers.openlibrary.org/b/id/429038-L.jpg,https://openlibrary.org/works/OL1672346W,"When three hungry soldiers come to a town where all the food has been hidden, they set out to make soup of water and stones, and all the town enjoys a feast.",Stone Soup,Marcia Brown
Frosty the Snow Man,Annie North Bedford,https://www.goodreads.com/book/show/1422926.Frosty_the_Snow_Man,Frosty the Snow Man,Annie North Bedford,https://covers.openlibrary.org/b/id/6988197-L.jpg,https://openlibrary.org/works/OL2041040W,The children create Frosty the Snow Man and have great fun with him in the snow.,Frosty The Snow Man,Annie North Bedford
Understood Betsy,Dorothy Canfield Fisher,https://www.goodreads.com/book/show/347151.Understood_Betsy,Understood Betsy,Dorothy Canfield Fisher,https://covers.openlibrary.org/b/id/5596279-L.jpg,https://openlibrary.org/works/OL19235W,"Timid and small for her age, nine-year-old Elizabeth Ann discovers her own abilities and gains a new perception of the world around her when she goes to live with relatives on a farm in Vermont.",Understood Betsy,Dorothy Canfield Fisher
"The Headless Cupid (Stanley Family, #1)",Zilpha Keatley Snyder,https://www.goodreads.com/book/show/2316.The_Headless_Cupid,The headless Cupid,Zilpha Keatley Snyder,https://covers.openlibrary.org/b/id/282859-L.jpg,https://openlibrary.org/works/OL29896W,"Life is never quite the same again for eleven-year-old David after the arrival of his new stepsister, a student of the occult.","The Headless Cupid (Stanley Family, #1)",Zilpha Keatley Snyder
The Scarlet Letter,Nathaniel Hawthorne,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,The Scarlet Letter,Nathaniel Hawthorne,https://covers.openlibrary.org/b/id/5654516-L.jpg,https://openlibrary.org/works/OL455305W,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time.",The Scarlet Letter,Nathaniel Hawthorne
"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,https://www.goodreads.com/book/show/227651.Among_the_Hidden,Among the Hidden (Shadow Children #1),Margaret Peterson Haddix,https://covers.openlibrary.org/b/id/434627-L.jpg,https://openlibrary.org/works/OL548185W,"Twelve-year old Luke Garner struggles with his life as a shadow child, until he meets his daring new neighbor, Jen. Among the Hidden is a 1998 young adult novel by Margaret Peterson Haddix concerning a fictional future in which overly drastic measures have been taken to quell overpopulation. It is the first of seven novels in the ""Shadow Children"" series.","Among The Hidden (Shadow Children, #1)",Margaret Peterson Haddix
"The Tale of Squirrel Nutkin (World of Beatrix Potter, #2)",Beatrix Potter,https://www.goodreads.com/book/show/885497.The_Tale_of_Squirrel_Nutkin,The Tale of Squirrel Nutkin,Beatrix Potter,https://covers.openlibrary.org/b/id/10028056-L.jpg,https://openlibrary.org/works/OL8393099W,Squirrel Nutkin would rather ask an old owl riddles than gather nuts with the other squirrels,"The Tale Of Squirrel Nutkin (World Of Beatrix Potter, #2)",Beatrix Potter
Pink and Say,Patricia Polacco,https://www.goodreads.com/book/show/532069.Pink_and_Say,Pink and Say,Patricia Polacco,https://covers.openlibrary.org/b/id/2078979-L.jpg,https://openlibrary.org/works/OL25571W,"Say Curtis describes his meeting with Pinkus Aylee, a black soldier, during the Civil War, and their capture by Southern troops. Based on a true story about the author's great-great-grandfather.",Pink And Say,Patricia Polacco
The Devil's Arithmetic,Jane Yolen,https://www.goodreads.com/book/show/91357.The_Devil_s_Arithmetic,The devil's arithmetic,Jane Yolen,https://covers.openlibrary.org/b/id/948682-L.jpg,https://openlibrary.org/works/OL97262W,"Hannah thinks tonight's Passover Seder will be the same as always. Little does she know that this year she will be mysteriously transported into the past where only she knows the horrors that await.

Hannah resents the traditions of her Jewish heritage until time travel places her in the middle of a small Jewish village in Nazi-occupied Poland. 

Hannah resents stories of her Jewish heritage and of the past until, when opening the door during a Passover Seder, she finds herself in Poland during World War II where she experiences the horrors of a concentration camp, and learns why she-- and we--need to remember the past.",The Devil'S Arithmetic,Jane Yolen
"Mossflower (Redwall, #2)",Brian Jacques,https://www.goodreads.com/book/show/201341.Mossflower,Mossflower (Redwall #2),Brian Jacques,https://covers.openlibrary.org/b/id/234848-L.jpg,https://openlibrary.org/works/OL25672716W,"The clever and greedy wildcat Tsarmina becomes ruler of all Mossflower Woods and is determined to govern the peaceful woodlanders with an iron paw. The brave mouse Martin and quick-talking mouse thief Gonff meet in the depths of Kotir Castle's dungeon. The two escape and resolve to end Tsarmina's tyrannical rule. Joined by Kinny the mole, Martin and Gonff set off on a dangerous quest for Salamandastron, where they are convinced that their only hope, Boar the Fighter, still lives.","Mossflower (Redwall, #2)",Brian Jacques
The Seven Chinese Brothers,Margaret Mahy,https://www.goodreads.com/book/show/816735.The_Seven_Chinese_Brothers,The Seven Chinese Brothers,Margaret Mahy,https://covers.openlibrary.org/b/id/7330987-L.jpg,https://openlibrary.org/works/OL86186W,Seven Chinese brothers elude execution by virtue of their extraordinary individual qualities,The Seven Chinese Brothers,Margaret Mahy
The Missing Piece Meets the Big O,Shel Silverstein,https://www.goodreads.com/book/show/30125.The_Missing_Piece_Meets_the_Big_O,The Missing Piece Meets the Big O,Shel Silverstein,https://covers.openlibrary.org/b/id/6823304-L.jpg,https://openlibrary.org/works/OL15860754W,"A missing piece, looking for someone to carry it along, finally develops its own momentum.",The Missing Piece Meets The Big O,Shel Silverstein
"Ramona Forever (Ramona, #7)",Beverly Cleary,https://www.goodreads.com/book/show/91249.Ramona_Forever,Ramona Forever,Beverly Cleary,https://covers.openlibrary.org/b/id/8594846-L.jpg,https://openlibrary.org/works/OL151969W,"If you're not already a Beverly Cleary fan, you'll discover why she's such a popular author when you read Ramona Forever, the newest adventure in the Quimby family series. This story of a grown-up third grader who is sometimes a pest but always wonderful will keep you smiling till the very last page.","Ramona Forever (Ramona, #7)",Beverly Cleary
"Greenwitch (The Dark is Rising, #3)",Susan Cooper,https://www.goodreads.com/book/show/24963.Greenwitch,Greenwitch (The Dark Is Rising #3),Susan Cooper,https://covers.openlibrary.org/b/id/101366-L.jpg,https://openlibrary.org/works/OL894243W,"Simon, Jane, and Barney, enlisted by their mysterious great-uncle, arrive in a small coastal town to recover a priceless golden grail stolen by the forces of evil -- Dark. They are not at first aware of the strange powers of another boy brought to help, Will Stanton -- nor of the sinister significance of the Greenwitch, an image of leaves and branches that for centuries has been cast into the sea for good luck in fishing and harvest. Their search for the grail sets into motion a series of disturbing, sometimes dangerous events that, at their climax, bring forth a gift that, for a time at least, will keep the Dark from rising.

Third in The Dark is Rising series.","Greenwitch (The Dark Is Rising, #3)",Susan Cooper
The Real Mother Goose,Blanche Fisher Wright,https://www.goodreads.com/book/show/1001896.The_Real_Mother_Goose,The Real Mother Goose,Blanche Fisher Wright,https://covers.openlibrary.org/b/id/1755890-L.jpg,https://openlibrary.org/works/OL269660W,"An illustrated collection of popular nursery rhymes, reprinted from the 1916 original.",The Real Mother Goose,Blanche Fisher Wright
Rosie's Walk,Pat Hutchins,https://www.goodreads.com/book/show/420403.Rosie_s_Walk,Rosie's walk,Pat Hutchins,https://covers.openlibrary.org/b/id/14324-L.jpg,https://openlibrary.org/works/OL18805W,"Rosie the hen leaves the chicken coop and sets out for a little walk. Right behind her is the fox, slyly trying to catch up with her. Rosie's walk is quiet, uneventful and eventually leads her back to the coop, blissfully unaware of the fox's travails as he tries -- unsuccessfully -- to navigate the obstacle course that Rosie has led him through.",Rosie'S Walk,Pat Hutchins
"The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,https://www.goodreads.com/book/show/421584.The_Secret_Staircase,The Secret Staircase (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/239-L.jpg,https://openlibrary.org/works/OL53729W,"Quite by accident, the young mice, Primrose and Wilfred, find a secret staircse in the Old Oak Palace which leads them to a magnificent surprise.","The Secret Staircase (Brambly Hedge, #5)",Jill Barklem
Pigs,Robert Munsch,https://www.goodreads.com/book/show/453776.Pigs,Pigs,Robert N Munsch,https://covers.openlibrary.org/b/id/9960588-L.jpg,https://openlibrary.org/works/OL88685W,"Recounts Megan's adventures when she opens the gate to the pig pen while feeding the pigs, although she had been warned not to do so",Pigs,Robert Munsch
Hoot,Carl Hiaasen,https://www.goodreads.com/book/show/13083.Hoot,Hoot,Carl Hiaasen,https://covers.openlibrary.org/b/id/9320679-L.jpg,https://openlibrary.org/works/OL463581W,"Everything changes when sees a strange boy wearing no shoes run passed his bus. Come with Roy, Beatrice, and the strange boy to save the owls from the evil Paula's Pancakes.",Hoot,Carl Hiaasen
Blueberry Girl,Neil Gaiman,https://www.goodreads.com/book/show/1967067.Blueberry_Girl,Blueberry girl,Neil Gaiman,https://covers.openlibrary.org/b/id/6387611-L.jpg,https://openlibrary.org/works/OL679268W,"Rhyming text expresses a prayer for a girl to be protected from such dangers as nightmares at age three or false friends at fifteen, and to be granted clearness of sight and other favors.",Blueberry Girl,Neil Gaiman
Alphabet Adventure,Audrey Wood,https://www.goodreads.com/book/show/815265.Alphabet_Adventure,Alphabet adventure,Audrey Wood,https://covers.openlibrary.org/b/id/275656-L.jpg,https://openlibrary.org/works/OL547401W,"On their way to school, the little letters of the alphabet have to rescue little ""i"" and then find his dot before they can proceed.",Alphabet Adventure,Audrey Wood
"Julius, the Baby of the World",Kevin Henkes,https://www.goodreads.com/book/show/20694.Julius_the_Baby_of_the_World,"Julius, the Baby of the World",Kevin Henkes,https://covers.openlibrary.org/b/id/430487-L.jpg,https://openlibrary.org/works/OL469279W,"Lilly is convinced that the arrival of her new baby brother is the worst thing that has happened in their house, until Cousin Garland comes to visit.","Julius, The Baby Of The World",Kevin Henkes
Inch by Inch,Leo Lionni,https://www.goodreads.com/book/show/375902.Inch_by_Inch,Inch by inch,Leo Lionni,https://covers.openlibrary.org/b/id/1466391-L.jpg,https://openlibrary.org/works/OL2162568W,"To keep from being eaten, an inchworm measures a robin's tail, a flamingo's neck, a toucan's beak, a heron's legs, and a nightingale's song.",Inch By Inch,Leo Lionni
Ten Apples Up on Top,Dr. Seuss,https://www.goodreads.com/book/show/7797.Ten_Apples_Up_on_Top,Ten Apples Up on Top,Dr. Seuss,https://covers.openlibrary.org/b/id/423601-L.jpg,https://openlibrary.org/works/OL9153112W,"A lion, a dog, and a tiger balance apples on their heads.",Ten Apples Up On Top,Dr. Seuss
Angelina and Alice,Katharine Holabird,https://www.goodreads.com/book/show/924105.Angelina_and_Alice,Angelina and Alice,Katharine Holabird,https://covers.openlibrary.org/b/id/322217-L.jpg,https://openlibrary.org/works/OL109062W,Angelina and her best friend Alice discover the importance of teamwork when their acrobatics are the hit of the gymnastics show at the village fair.,Angelina And Alice,Katharine Holabird
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,https://www.goodreads.com/book/show/249747.Artemis_Fowl,Artemis Fowl,Eoin Colfer,https://covers.openlibrary.org/b/id/10212689-L.jpg,https://openlibrary.org/works/OL5725956W,"Artemis Fowl is the first of a series of semi-realist novels produced by Eoin Colfer. They document the adventures of a precocious prodigal child of the criminal empire, Artemis Fowl. In this book, accompanied by his huge and loyal bodyguard/sidekick/advisor Butler, Artemis engages in a series of surreal activities; the absence of his missing father and the mental disorder of his mother allow him to pursue the unlikely position of a criminal mastermind. However, Artemis soon encounters more than he bargains for when his attempted capture of a member of the underground 'fairy' civilization goes terribly wrong. Be prepared for a thrilling adventure, with trolls, magic and much more!


Twelve-year-old Artemis Fowl is a millionaire, a genius, and above all, a criminal mastermind. But even Artemis doesn't know what he's taken on when he kidnaps a fairy, Captain Holly Short of the LEPrecon Unit. These aren't the fairies of bedtime stories—they're dangerous! Full of unexpected twists and turns, Artemis Fowl is a riveting, magical adventure.","Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer
Die kleine Hexe,Otfried Preußler,https://www.goodreads.com/book/show/1148052.Die_kleine_Hexe,Die kleine Hexe,Otfried Preußler,https://covers.openlibrary.org/b/id/1017521-L.jpg,https://openlibrary.org/works/OL2589222W,"Unfortunately, the little witch is only 27 years old and is therefore not taken seriously, so she tries to be a good witch and confusion follows.",Die Kleine Hexe,Otfried Preußler
"The Tale of Jemima Puddle-Duck (World of Beatrix Potter, #12)",Beatrix Potter,https://www.goodreads.com/book/show/19336.The_Tale_of_Jemima_Puddle_Duck,The tale of Jemima Puddle-Duck,Beatrix Potter,https://covers.openlibrary.org/b/id/7347371-L.jpg,https://openlibrary.org/works/OL16067296W,Relates how the barnyard collie and pups rescued Jemima Puddle-Duck from the fox's cooking pot.,"The Tale Of Jemima Puddle-Duck (World Of Beatrix Potter, #12)",Beatrix Potter
"Thank You, Mr. Falker",Patricia Polacco,https://www.goodreads.com/book/show/216048.Thank_You_Mr_Falker,"Thank you, Mr. Falker",Patricia Polacco,https://covers.openlibrary.org/b/id/259708-L.jpg,https://openlibrary.org/works/OL25567W,"jk,cksjiflkbvjfjkvbsvbjkvbkjvkjxjkvnjnkdvjkjv","Thank You, Mr. Falker",Patricia Polacco
The Tale of Mrs. Tittlemouse,Beatrix Potter,https://www.goodreads.com/book/show/885498.The_Tale_of_Mrs_Tittlemouse,The tale of Mrs. Tittlemouse,Beatrix Potter,https://covers.openlibrary.org/b/id/459305-L.jpg,https://openlibrary.org/works/OL108767W,"The story of a little mouse's funny house, the vistors she has there, and how she finally rids herself of the untidy, messy ones",The Tale Of Mrs. Tittlemouse,Beatrix Potter
David Gets in Trouble,David Shannon,https://www.goodreads.com/book/show/120840.David_Gets_in_Trouble,David gets in trouble,David Shannon,https://covers.openlibrary.org/b/id/275554-L.jpg,https://openlibrary.org/works/OL547365W,"David doesn't mean to get into trouble.  It's not his fault.  Most of the time, it's just an accident!  Delightful David learns life lessons and the importance of saying I'm Sorry.",David Gets In Trouble,David Shannon
